Stage,Formula,Energy,Bandgap,Type,SpaceGroup,Delta_E,Delta_Gap,File
BEFORE,Na2Li2Si2Ge,-2.9263,0.151,Semiconductor,Aea2,,,Na2Li2Si2Ge_id1200_E-2.93.cif
AFTER,Na2Li2Si2Ge,-3.2231,0.0,Metal,Aea2,-0.2968,-0.151,Na2Li2Si2Ge_id1200_Final_E-3.22.cif
,,,,,,,,
BEFORE,K3AlSn3As4,-1.8849,0.599,Semiconductor,P3m1,,,K3AlSn3As4_id2038_E-1.88.cif
AFTER,K3AlSn3As4,-3.2198,0.296,Semiconductor,P1,-1.3349,-0.303,K3AlSn3As4_id2038_Final_E-3.22.cif
,,,,,,,,
BEFORE,K2Ca(GaGe)4,-2.5453,0.407,Semiconductor,I4_1cd,,,K2Ca(GaGe)4_id1166_E-2.55.cif
AFTER,K2Ca(GaGe)4,-3.2124,0.184,Semiconductor,Fdd2,-0.6671,-0.223,K2Ca(GaGe)4_id1166_Final_E-3.21.cif
,,,,,,,,
BEFORE,Na24B(PO)12,-2.3118,2.51,Semiconductor,I432,,,Na24B(PO)12_id885_E-2.31.cif
AFTER,Na24B(PO)12,-3.161,2.336,Semiconductor,I432,-0.8492,-0.174,Na24B(PO)12_id885_Final_E-3.16.cif
,,,,,,,,
BEFORE,CdGe(AsSe)2,-2.0239,0.257,Semiconductor,P1,,,CdGe(AsSe)2_id2231_E-2.02.cif
AFTER,CdGe(AsSe)2,-3.1531,0.034,Metal,P1,-1.1292,-0.223,CdGe(AsSe)2_id2231_Final_E-3.15.cif
,,,,,,,,
BEFORE,Sb2AsSe2,-1.7426,2.484,Semiconductor,C2,,,Sb2AsSe2_id1327_E-1.74.cif
AFTER,Sb2AsSe2,-3.1518,2.254,Semiconductor,P1,-1.4092,-0.230,Sb2AsSe2_id1327_Final_E-3.15.cif
,,,,,,,,
BEFORE,KLiNO,-2.8852,1.137,Semiconductor,P1,,,KLiNO_id1464_E-2.89.cif
AFTER,KLiNO,-3.1375,0.938,Semiconductor,P1,-0.2523,-0.199,KLiNO_id1464_Final_E-3.14.cif
,,,,,,,,
BEFORE,Na2Se,-3.0744,0.067,Semiconductor,I4/m,,,Na2Se_id2010_E-3.07.cif
AFTER,Na2Se,-3.1313,0.174,Semiconductor,I4/m,-0.0569,0.107,Na2Se_id2010_Final_E-3.13.cif
,,,,,,,,
BEFORE,Li3(InSb)2,-2.5052,3.169,Semiconductor,P1,,,Li3(InSb)2_id1890_E-2.51.cif
AFTER,Li3(InSb)2,-3.1249,0.0,Metal,P1,-0.6197,-3.169,Li3(InSb)2_id1890_Final_E-3.12.cif
,,,,,,,,
BEFORE,Li7Ca3(SiAs)3,-3.063,1.304,Semiconductor,P31m,,,Li7Ca3(SiAs)3_id330_E-3.06.cif
AFTER,Li7Ca3(SiAs)3,-3.1209,1.127,Semiconductor,P31m,-0.0579,-0.177,Li7Ca3(SiAs)3_id330_Final_E-3.12.cif
,,,,,,,,
BEFORE,TiGa(Te6S)2,-2.4226,0.811,Semiconductor,Fd-3,,,TiGa(Te6S)2_id2117_E-2.42.cif
AFTER,TiGa(Te6S)2,-3.1175,2.253,Semiconductor,P1,-0.6949,1.442,TiGa(Te6S)2_id2117_Final_E-3.12.cif
,,,,,,,,
BEFORE,KCd2Te4As,-3.0174,1.07,Semiconductor,I-42m,,,KCd2Te4As_id29_E-3.02.cif
AFTER,KCd2Te4As,-3.1147,0.932,Semiconductor,I-42m,-0.0973,-0.138,KCd2Te4As_id29_Final_E-3.11.cif
,,,,,,,,
BEFORE,Mg2S,-2.4786,2.318,Semiconductor,Imm2,,,Mg2S_id456_E-2.48.cif
AFTER,Mg2S,-3.111,1.428,Semiconductor,Cm,-0.6324,-0.890,Mg2S_id456_Final_E-3.11.cif
,,,,,,,,
BEFORE,Zn4Ga3S4,-2.2277,0.535,Semiconductor,P-42_1m,,,Zn4Ga3S4_id1418_E-2.23.cif
AFTER,Zn4Ga3S4,-3.108,0.081,Semiconductor,P2_1,-0.8803,-0.454,Zn4Ga3S4_id1418_Final_E-3.11.cif
,,,,,,,,
BEFORE,Sc3Ti9O11,-1.6163,0.81,Semiconductor,P1,,,Sc3Ti9O11_id499_E-1.62.cif
AFTER,Sc3Ti9O11,-3.1013,0.305,Semiconductor,P1,-1.4850,-0.505,Sc3Ti9O11_id499_Final_E-3.10.cif
,,,,,,,,
BEFORE,K9GeO13,-1.7863,0.234,Semiconductor,P-42_1m,,,K9GeO13_id3158_E-1.79.cif
AFTER,K9GeO13,-3.096,1.498,Semiconductor,P1,-1.3097,1.264,K9GeO13_id3158_Final_E-3.10.cif
,,,,,,,,
BEFORE,LiCa2O2,-3.0943,3.425,Semiconductor,Ia-3,,,LiCa2O2_id2177_E-3.09.cif
AFTER,LiCa2O2,-3.0944,3.62,Insulator,Ia-3,-0.0001,0.195,LiCa2O2_id2177_Final_E-3.09.cif
,,,,,,,,
BEFORE,K5NaInO6,-2.6119,0.428,Semiconductor,I4mm,,,K5NaInO6_id713_E-2.61.cif
AFTER,K5NaInO6,-3.0935,2.804,Semiconductor,P1,-0.4816,2.376,K5NaInO6_id713_Final_E-3.09.cif
,,,,,,,,
BEFORE,BaNa(SO45)2,-1.856,1.106,Semiconductor,P-3,,,BaNa(SO45)2_id926_E-1.86.cif
AFTER,BaNa(SO45)2,-3.0838,0.191,Semiconductor,P-3,-1.2278,-0.915,BaNa(SO45)2_id926_Final_E-3.08.cif
,,,,,,,,
BEFORE,KSb,-2.4891,0.614,Semiconductor,P-3m1,,,KSb_id2937_E-2.49.cif
AFTER,KSb,-3.0814,0.503,Semiconductor,P-1,-0.5923,-0.111,KSb_id2937_Final_E-3.08.cif
,,,,,,,,
BEFORE,InAs,-3.0322,1.756,Semiconductor,P4/mmm,,,InAs_id1352_E-3.03.cif
AFTER,InAs,-3.078,0.161,Semiconductor,Pmna,-0.0458,-1.595,InAs_id1352_Final_E-3.08.cif
,,,,,,,,
BEFORE,MgSnSb,-3.0687,3.345,Semiconductor,P2_12_12_1,,,MgSnSb_id1252_E-3.07.cif
AFTER,MgSnSb,-3.0638,2.064,Semiconductor,P1,0.0049,-1.281,MgSnSb_id1252_Final_E-3.06.cif
,,,,,,,,
BEFORE,K2GaSnAs,-2.9684,0.654,Semiconductor,P2/c,,,K2GaSnAs_id2172_E-2.97.cif
AFTER,K2GaSnAs,-3.0497,0.737,Semiconductor,P2/c,-0.0813,0.083,K2GaSnAs_id2172_Final_E-3.05.cif
,,,,,,,,
BEFORE,KTe,-2.8684,1.061,Semiconductor,P4_2/mmc,,,KTe_id3362_E-2.87.cif
AFTER,KTe,-3.0151,0.0,Metal,P4_2/mmc,-0.1467,-1.061,KTe_id3362_Final_E-3.02.cif
,,,,,,,,
BEFORE,Zn3CdGaO13,-2.0522,1.04,Semiconductor,P1,,,Zn3CdGaO13_id19_E-2.05.cif
AFTER,Zn3CdGaO13,-3.0005,1.107,Semiconductor,P1,-0.9483,0.067,Zn3CdGaO13_id19_Final_E-3.00.cif
,,,,,,,,
BEFORE,K3Sr6Mg2O6,-1.2201,0.452,Semiconductor,P4_132,,,K3Sr6Mg2O6_id3030_E-1.22.cif
AFTER,K3Sr6Mg2O6,-2.9902,2.685,Semiconductor,P1,-1.7701,2.233,K3Sr6Mg2O6_id3030_Final_E-2.99.cif
,,,,,,,,
BEFORE,LiZn2(As2S)2,-2.7348,0.507,Semiconductor,P3_121,,,LiZn2(As2S)2_id343_E-2.73.cif
AFTER,LiZn2(As2S)2,-2.9871,0.0,Metal,P3_121,-0.2523,-0.507,LiZn2(As2S)2_id343_Final_E-2.99.cif
,,,,,,,,
BEFORE,NaLiGaSb,-2.864,2.503,Semiconductor,P3m1,,,NaLiGaSb_id1439_E-2.86.cif
AFTER,NaLiGaSb,-2.9783,0.951,Semiconductor,P3m1,-0.1143,-1.552,NaLiGaSb_id1439_Final_E-2.98.cif
,,,,,,,,
BEFORE,KLiP,-2.3491,2.034,Semiconductor,P4_2/m,,,KLiP_id1053_E-2.35.cif
AFTER,KLiP,-2.9758,1.259,Semiconductor,P4_2/m,-0.6267,-0.775,KLiP_id1053_Final_E-2.98.cif
,,,,,,,,
BEFORE,Al2CdGa6Sn5,-2.756,0.417,Semiconductor,P1,,,Al2CdGa6Sn5_id1715_E-2.76.cif
AFTER,Al2CdGa6Sn5,-2.9717,0.524,Semiconductor,P1,-0.2157,0.107,Al2CdGa6Sn5_id1715_Final_E-2.97.cif
,,,,,,,,
BEFORE,NaSn2,-2.6039,1.079,Semiconductor,P4/mmm,,,NaSn2_id1011_E-2.60.cif
AFTER,NaSn2,-2.9455,0.0,Metal,P4/mmm,-0.3416,-1.079,NaSn2_id1011_Final_E-2.95.cif
,,,,,,,,
BEFORE,Li3Ga5Ge,-2.3126,0.586,Semiconductor,Cmcm,,,Li3Ga5Ge_id938_E-2.31.cif
AFTER,Li3Ga5Ge,-2.9175,0.0,Metal,P2/m,-0.6049,-0.586,Li3Ga5Ge_id938_Final_E-2.92.cif
,,,,,,,,
BEFORE,Na2Li4AlP2,-2.8428,1.615,Semiconductor,I4/mmm,,,Na2Li4AlP2_id994_E-2.84.cif
AFTER,Na2Li4AlP2,-2.917,0.239,Semiconductor,P2_1,-0.0742,-1.376,Na2Li4AlP2_id994_Final_E-2.92.cif
,,,,,,,,
BEFORE,Be(AlSi)2,-1.6926,0.108,Semiconductor,P1,,,Be(AlSi)2_id1021_E-1.69.cif
AFTER,Be(AlSi)2,-2.9158,0.0,Metal,P1,-1.2232,-0.108,Be(AlSi)2_id1021_Final_E-2.92.cif
,,,,,,,,
BEFORE,KTe,-2.9074,0.868,Semiconductor,P23,,,KTe_id653_E-2.91.cif
AFTER,KTe,-2.9158,0.0,Metal,P23,-0.0084,-0.868,KTe_id653_Final_E-2.92.cif
,,,,,,,,
BEFORE,Ba4Sb,-2.9105,0.167,Semiconductor,P4_2/nmc,,,Ba4Sb_id494_E-2.91.cif
AFTER,Ba4Sb,-2.9133,0.15,Semiconductor,P4_2/nmc,-0.0028,-0.017,Ba4Sb_id494_Final_E-2.91.cif
,,,,,,,,
BEFORE,Sn(GeO5)2,-3.723,2.741,Semiconductor,Pm,,,Sn(GeO5)2_id3087_E-3.72.cif
AFTER,Sn(GeO5)2,-2.8828,4.529,Insulator,Pm,0.8402,1.788,Sn(GeO5)2_id3087_Final_E-2.88.cif
,,,,,,,,
BEFORE,K7NaO4,-0.6663,3.053,Semiconductor,P1,,,K7NaO4_id1789_E-0.67.cif
AFTER,K7NaO4,-2.8476,2.914,Semiconductor,P1,-2.1813,-0.139,K7NaO4_id1789_Final_E-2.85.cif
,,,,,,,,
BEFORE,Na2Ga5Sn,-2.7093,2.223,Semiconductor,Fmm2,,,Na2Ga5Sn_id1326_E-2.71.cif
AFTER,Na2Ga5Sn,-2.8351,0.0,Metal,P2,-0.1258,-2.223,Na2Ga5Sn_id1326_Final_E-2.84.cif
,,,,,,,,
BEFORE,Ba4SrSb,-1.4155,0.18,Semiconductor,P2_1/m,,,Ba4SrSb_id144_E-1.42.cif
AFTER,Ba4SrSb,-2.8186,0.001,Metal,P2_1/m,-1.4031,-0.179,Ba4SrSb_id144_Final_E-2.82.cif
,,,,,,,,
BEFORE,Li4As,-2.7612,0.879,Semiconductor,I-4m2,,,Li4As_id1356_E-2.76.cif
AFTER,Li4As,-2.8142,0.0,Metal,I-4m2,-0.0530,-0.879,Li4As_id1356_Final_E-2.81.cif
,,,,,,,,
BEFORE,Na4As3,-2.7836,0.12,Semiconductor,I-43d,,,Na4As3_id2026_E-2.78.cif
AFTER,Na4As3,-2.7972,1.195,Semiconductor,I-43d,-0.0136,1.075,Na4As3_id2026_Final_E-2.80.cif
,,,,,,,,
BEFORE,Zn2In(Ga7Sn2)2,-1.8158,1.671,Semiconductor,Ima2,,,Zn2In(Ga7Sn2)2_id2866_E-1.82.cif
AFTER,Zn2In(Ga7Sn2)2,-2.7889,0.0,Metal,P1,-0.9731,-1.671,Zn2In(Ga7Sn2)2_id2866_Final_E-2.79.cif
,,,,,,,,
BEFORE,K6SiSn6,-1.5903,0.505,Semiconductor,I-42m,,,K6SiSn6_id254_E-1.59.cif
AFTER,K6SiSn6,-2.7747,1.194,Semiconductor,P1,-1.1844,0.689,K6SiSn6_id254_Final_E-2.77.cif
,,,,,,,,
BEFORE,K4P3,-2.7248,1.123,Semiconductor,I-43d,,,K4P3_id3297_E-2.72.cif
AFTER,K4P3,-2.7317,1.103,Semiconductor,I-43d,-0.0069,-0.020,K4P3_id3297_Final_E-2.73.cif
,,,,,,,,
BEFORE,InSn16Ge3,-2.4032,0.918,Semiconductor,Im-3m,,,InSn16Ge3_id694_E-2.40.cif
AFTER,InSn16Ge3,-2.7293,1.23,Semiconductor,P1,-0.3261,0.312,InSn16Ge3_id694_Final_E-2.73.cif
,,,,,,,,
BEFORE,SrGa2Ge2O,-2.7125,0.098,Semiconductor,I4/mmm,,,SrGa2Ge2O_id1913_E-2.71.cif
AFTER,SrGa2Ge2O,-2.7262,0.037,Metal,Pm,-0.0137,-0.061,SrGa2Ge2O_id1913_Final_E-2.73.cif
,,,,,,,,
BEFORE,Mg4Al8Ga4Si5,-1.703,2.704,Semiconductor,Cccm,,,Mg4Al8Ga4Si5_id830_E-1.70.cif
AFTER,Mg4Al8Ga4Si5,-2.7086,1.505,Semiconductor,Cccm,-1.0056,-1.199,Mg4Al8Ga4Si5_id830_Final_E-2.71.cif
,,,,,,,,
BEFORE,Mg2In3Ga4Sn3,-1.9597,0.07,Semiconductor,P6_2,,,Mg2In3Ga4Sn3_id1386_E-1.96.cif
AFTER,Mg2In3Ga4Sn3,-2.7085,0.0,Metal,P1,-0.7488,-0.070,Mg2In3Ga4Sn3_id1386_Final_E-2.71.cif
,,,,,,,,
BEFORE,K11Na4O5,-2.3007,0.957,Semiconductor,P2_12_12,,,K11Na4O5_id557_E-2.30.cif
AFTER,K11Na4O5,-2.7054,0.723,Semiconductor,P2_12_12,-0.4047,-0.234,K11Na4O5_id557_Final_E-2.71.cif
,,,,,,,,
BEFORE,Na(Li2Sn)2,-2.0238,0.067,Semiconductor,Pnnn,,,Na(Li2Sn)2_id2479_E-2.02.cif
AFTER,Na(Li2Sn)2,-2.702,0.0,Metal,P2/c,-0.6782,-0.067,Na(Li2Sn)2_id2479_Final_E-2.70.cif
,,,,,,,,
BEFORE,NaLi3P,-2.4774,1.228,Semiconductor,Pnn2,,,NaLi3P_id76_E-2.48.cif
AFTER,NaLi3P,-2.7019,0.981,Semiconductor,Pc,-0.2245,-0.247,NaLi3P_id76_Final_E-2.70.cif
,,,,,,,,
BEFORE,Li7Sc2,-2.1126,0.221,Semiconductor,Pn-3m,,,Li7Sc2_id2510_E-2.11.cif
AFTER,Li7Sc2,-2.6953,0.294,Semiconductor,P1,-0.5827,0.073,Li7Sc2_id2510_Final_E-2.70.cif
,,,,,,,,
BEFORE,CNO,-2.6745,1.471,Semiconductor,P-6m2,,,CNO_id634_E-2.67.cif
AFTER,CNO,-2.6745,1.471,Semiconductor,P-6m2,0.0000,0.000,CNO_id634_Final_E-2.67.cif
,,,,,,,,
BEFORE,ZnIn2SiSn,-1.3568,0.393,Semiconductor,P6_122,,,ZnIn2SiSn_id2159_E-1.36.cif
AFTER,ZnIn2SiSn,-2.6739,0.011,Metal,P6_122,-1.3171,-0.382,ZnIn2SiSn_id2159_Final_E-2.67.cif
,,,,,,,,
BEFORE,MgSeO,-2.6048,2.028,Semiconductor,Im-3,,,MgSeO_id3018_E-2.60.cif
AFTER,MgSeO,-2.6557,4.739,Insulator,P-1,-0.0509,2.711,MgSeO_id3018_Final_E-2.66.cif
,,,,,,,,
BEFORE,K2SnGe,-2.6489,0.311,Semiconductor,Pmmn,,,K2SnGe_id2973_E-2.65.cif
AFTER,K2SnGe,-2.6489,0.311,Semiconductor,Pmmn,0.0000,0.000,K2SnGe_id2973_Final_E-2.65.cif
,,,,,,,,
BEFORE,Li2Be5(Al2B)2,-1.5163,0.352,Semiconductor,P1,,,Li2Be5(Al2B)2_id2986_E-1.52.cif
AFTER,Li2Be5(Al2B)2,-2.6488,0.134,Semiconductor,P1,-1.1325,-0.218,Li2Be5(Al2B)2_id2986_Final_E-2.65.cif
,,,,,,,,
BEFORE,Li8O,-2.4544,0.226,Semiconductor,P4_2/nmc,,,Li8O_id862_E-2.45.cif
AFTER,Li8O,-2.6338,0.0,Metal,P-1,-0.1794,-0.226,Li8O_id862_Final_E-2.63.cif
,,,,,,,,
BEFORE,ZnCdSeS,-2.1081,1.472,Semiconductor,P1,,,ZnCdSeS_id1199_E-2.11.cif
AFTER,ZnCdSeS,-2.6225,1.557,Semiconductor,P1,-0.5144,0.085,ZnCdSeS_id1199_Final_E-2.62.cif
,,,,,,,,
BEFORE,Li(ZnGe)3,-2.6211,0.287,Semiconductor,Pm-3n,,,Li(ZnGe)3_id372_E-2.62.cif
AFTER,Li(ZnGe)3,-2.6211,0.287,Semiconductor,Pm-3n,0.0000,0.000,Li(ZnGe)3_id372_Final_E-2.62.cif
,,,,,,,,
BEFORE,NaIn5,-2.5971,0.416,Semiconductor,I4/mmm,,,NaIn5_id3062_E-2.60.cif
AFTER,NaIn5,-2.6134,1.296,Semiconductor,I4/mmm,-0.0163,0.880,NaIn5_id3062_Final_E-2.61.cif
,,,,,,,,
BEFORE,Li2ZnGa3,-2.3953,1.623,Semiconductor,P1,,,Li2ZnGa3_id1656_E-2.40.cif
AFTER,Li2ZnGa3,-2.6116,0.0,Metal,P1,-0.2163,-1.623,Li2ZnGa3_id1656_Final_E-2.61.cif
,,,,,,,,
BEFORE,Al3Ga7,-2.5661,2.168,Semiconductor,R-3c,,,Al3Ga7_id911_E-2.57.cif
AFTER,Al3Ga7,-2.5964,0.0,Metal,R-3c,-0.0303,-2.168,Al3Ga7_id911_Final_E-2.60.cif
,,,,,,,,
BEFORE,Sr5Li4(ZnP)2,-1.9203,3.227,Semiconductor,P4_2/n,,,Sr5Li4(ZnP)2_id835_E-1.92.cif
AFTER,Sr5Li4(ZnP)2,-2.5829,0.0,Metal,Pc,-0.6626,-3.227,Sr5Li4(ZnP)2_id835_Final_E-2.58.cif
,,,,,,,,
BEFORE,Li6MgNO16,-1.6755,1.478,Semiconductor,Pmn2_1,,,Li6MgNO16_id1659_E-1.68.cif
AFTER,Li6MgNO16,-2.5749,2.556,Semiconductor,Pm,-0.8994,1.078,Li6MgNO16_id1659_Final_E-2.57.cif
,,,,,,,,
BEFORE,KNaAs,-2.5714,0.935,Semiconductor,P-6m2,,,KNaAs_id1426_E-2.57.cif
AFTER,KNaAs,-2.5714,0.935,Semiconductor,P-6m2,0.0000,0.000,KNaAs_id1426_Final_E-2.57.cif
,,,,,,,,
BEFORE,Li2CaMg2As,-2.5421,0.846,Semiconductor,P-3m1,,,Li2CaMg2As_id3322_E-2.54.cif
AFTER,Li2CaMg2As,-2.57,0.0,Metal,P-3m1,-0.0279,-0.846,Li2CaMg2As_id3322_Final_E-2.57.cif
,,,,,,,,
BEFORE,Li4In2Ga,-1.026,0.19,Semiconductor,I-4m2,,,Li4In2Ga_id2513_E-1.03.cif
AFTER,Li4In2Ga,-2.5312,0.0,Metal,I-4m2,-1.5052,-0.190,Li4In2Ga_id2513_Final_E-2.53.cif
,,,,,,,,
BEFORE,LiAs24,-1.421,0.483,Semiconductor,P1,,,LiAs24_id263_E-1.42.cif
AFTER,LiAs24,-2.5267,0.291,Semiconductor,P1,-1.1057,-0.192,LiAs24_id263_Final_E-2.53.cif
,,,,,,,,
BEFORE,KLiGa3,-2.1372,0.151,Semiconductor,P6_5,,,KLiGa3_id1014_E-2.14.cif
AFTER,KLiGa3,-2.5227,0.269,Semiconductor,P6_5,-0.3855,0.118,KLiGa3_id1014_Final_E-2.52.cif
,,,,,,,,
BEFORE,Zn3O,-2.4731,1.34,Semiconductor,P4_132,,,Zn3O_id490_E-2.47.cif
AFTER,Zn3O,-2.5186,0.761,Semiconductor,P4_132,-0.0455,-0.579,Zn3O_id490_Final_E-2.52.cif
,,,,,,,,
BEFORE,Mg4Ge3,-2.5129,0.115,Semiconductor,Ccce,,,Mg4Ge3_id2725_E-2.51.cif
AFTER,Mg4Ge3,-2.5167,0.235,Semiconductor,Ccce,-0.0038,0.120,Mg4Ge3_id2725_Final_E-2.52.cif
,,,,,,,,
BEFORE,NaBe2Ga,-1.4331,2.086,Semiconductor,P4_132,,,NaBe2Ga_id2910_E-1.43.cif
AFTER,NaBe2Ga,-2.5087,0.0,Metal,P2_12_12_1,-1.0756,-2.086,NaBe2Ga_id2910_Final_E-2.51.cif
,,,,,,,,
BEFORE,KNaCdSn3,-2.4949,0.126,Semiconductor,P-4n2,,,KNaCdSn3_id1721_E-2.49.cif
AFTER,KNaCdSn3,-2.4954,0.095,Semiconductor,P-4n2,-0.0005,-0.031,KNaCdSn3_id1721_Final_E-2.50.cif
,,,,,,,,
BEFORE,KGa2,-2.4893,0.238,Semiconductor,P6/mmm,,,KGa2_id517_E-2.49.cif
AFTER,KGa2,-2.4901,0.075,Semiconductor,P6/mmm,-0.0008,-0.163,KGa2_id517_Final_E-2.49.cif
,,,,,,,,
BEFORE,NaIn6,-2.4228,0.088,Semiconductor,Pmma,,,NaIn6_id681_E-2.42.cif
AFTER,NaIn6,-2.4863,0.0,Metal,Pmma,-0.0635,-0.088,NaIn6_id681_Final_E-2.49.cif
,,,,,,,,
BEFORE,In12GaSn6,-0.3713,0.101,Semiconductor,P1,,,In12GaSn6_id1774_E-0.37.cif
AFTER,In12GaSn6,-2.4825,0.05,Metal,P1,-2.1112,-0.051,In12GaSn6_id1774_Final_E-2.48.cif
,,,,,,,,
BEFORE,Li2MgBe2,-0.6478,2.66,Semiconductor,P4_2/mmc,,,Li2MgBe2_id2393_E-0.65.cif
AFTER,Li2MgBe2,-2.4631,0.0,Metal,P1,-1.8153,-2.660,Li2MgBe2_id2393_Final_E-2.46.cif
,,,,,,,,
BEFORE,K4Sr(ZnSi)5,-1.1989,0.063,Semiconductor,I-4m2,,,K4Sr(ZnSi)5_id175_E-1.20.cif
AFTER,K4Sr(ZnSi)5,-2.4513,0.626,Semiconductor,P1,-1.2524,0.563,K4Sr(ZnSi)5_id175_Final_E-2.45.cif
,,,,,,,,
BEFORE,KS,-2.4268,2.875,Semiconductor,I4_132,,,KS_id2433_E-2.43.cif
AFTER,KS,-2.4266,2.995,Semiconductor,I4_132,0.0002,0.120,KS_id2433_Final_E-2.43.cif
,,,,,,,,
BEFORE,CdGaGe,-1.9639,0.051,Semiconductor,Cmme,,,CdGaGe_id1884_E-1.96.cif
AFTER,CdGaGe,-2.4202,0.0,Metal,P1,-0.4563,-0.051,CdGaGe_id1884_Final_E-2.42.cif
,,,,,,,,
BEFORE,KMgSn,-2.4143,0.184,Semiconductor,P-6m2,,,KMgSn_id1522_E-2.41.cif
AFTER,KMgSn,-2.4199,0.268,Semiconductor,P-6m2,-0.0056,0.084,KMgSn_id1522_Final_E-2.42.cif
,,,,,,,,
BEFORE,Mg3Cd2(Se3S)3,-1.8555,2.309,Semiconductor,P23,,,Mg3Cd2(Se3S)3_id218_E-1.86.cif
AFTER,Mg3Cd2(Se3S)3,-2.4105,2.162,Semiconductor,P1,-0.5550,-0.147,Mg3Cd2(Se3S)3_id218_Final_E-2.41.cif
,,,,,,,,
BEFORE,B8C13,-1.4557,0.704,Semiconductor,P4mm,,,B8C13_id1028_E-1.46.cif
AFTER,B8C13,-2.4076,0.346,Semiconductor,P1,-0.9519,-0.358,B8C13_id1028_Final_E-2.41.cif
,,,,,,,,
BEFORE,Li7(ZnAs)3,-2.1061,0.303,Semiconductor,R32,,,Li7(ZnAs)3_id1885_E-2.11.cif
AFTER,Li7(ZnAs)3,-2.4059,0.797,Semiconductor,P1,-0.2998,0.494,Li7(ZnAs)3_id1885_Final_E-2.41.cif
,,,,,,,,
BEFORE,GaSe,-1.9298,1.933,Semiconductor,P4_232,,,GaSe_id2448_E-1.93.cif
AFTER,GaSe,-2.3901,0.017,Metal,P1,-0.4603,-1.916,GaSe_id2448_Final_E-2.39.cif
,,,,,,,,
BEFORE,NaAlZnSi,-2.1847,0.153,Semiconductor,P1,,,NaAlZnSi_id2385_E-2.18.cif
AFTER,NaAlZnSi,-2.3688,0.0,Metal,P1,-0.1841,-0.153,NaAlZnSi_id2385_Final_E-2.37.cif
,,,,,,,,
BEFORE,K6CaSbO21,-0.1512,2.342,Semiconductor,P6_322,,,K6CaSbO21_id1646_E-0.15.cif
AFTER,K6CaSbO21,-2.3683,7.826,Insulator,P1,-2.2171,5.484,K6CaSbO21_id1646_Final_E-2.37.cif
,,,,,,,,
BEFORE,KO4,-1.8281,0.106,Semiconductor,P4_2/mbc,,,KO4_id1655_E-1.83.cif
AFTER,KO4,-2.3672,2.341,Semiconductor,P4_2/mbc,-0.5391,2.235,KO4_id1655_Final_E-2.37.cif
,,,,,,,,
BEFORE,Cd6Ga2(GeN2)3,-2.3032,1.154,Semiconductor,P1,,,Cd6Ga2(GeN2)3_id2272_E-2.30.cif
AFTER,Cd6Ga2(GeN2)3,-2.3548,0.359,Semiconductor,P1,-0.0516,-0.795,Cd6Ga2(GeN2)3_id2272_Final_E-2.35.cif
,,,,,,,,
BEFORE,KNaInSn,-2.3304,0.072,Semiconductor,F-43m,,,KNaInSn_id338_E-2.33.cif
AFTER,KNaInSn,-2.3304,0.072,Semiconductor,F-43m,0.0000,0.000,KNaInSn_id338_Final_E-2.33.cif
,,,,,,,,
BEFORE,ScAl4Ga9,-0.9868,0.864,Semiconductor,P4mm,,,ScAl4Ga9_id1165_E-0.99.cif
AFTER,ScAl4Ga9,-2.3224,0.0,Metal,P1,-1.3356,-0.864,ScAl4Ga9_id1165_Final_E-2.32.cif
,,,,,,,,
BEFORE,Na2LiSb,-2.2925,0.639,Semiconductor,P4_2/mcm,,,Na2LiSb_id791_E-2.29.cif
AFTER,Na2LiSb,-2.2988,0.865,Semiconductor,P4_2/mcm,-0.0063,0.226,Na2LiSb_id791_Final_E-2.30.cif
,,,,,,,,
BEFORE,BaB2N12O23,-1.8667,2.768,Semiconductor,P6/mmm,,,BaB2N12O23_id531_E-1.87.cif
AFTER,BaB2N12O23,-2.2892,1.175,Semiconductor,P1,-0.4225,-1.593,BaB2N12O23_id531_Final_E-2.29.cif
,,,,,,,,
BEFORE,KLiIn2,-1.5972,0.505,Semiconductor,Iba2,,,KLiIn2_id3326_E-1.60.cif
AFTER,KLiIn2,-2.2808,0.0,Metal,P1,-0.6836,-0.505,KLiIn2_id3326_Final_E-2.28.cif
,,,,,,,,
BEFORE,Sc2Cd2Sn,-2.3597,0.143,Semiconductor,P4/mmm,,,Sc2Cd2Sn_id834_E-2.36.cif
AFTER,Sc2Cd2Sn,-2.2784,1.029,Semiconductor,Pm,0.0813,0.886,Sc2Cd2Sn_id834_Final_E-2.28.cif
,,,,,,,,
BEFORE,K4Te,-1.7775,0.998,Semiconductor,Pccm,,,K4Te_id1455_E-1.78.cif
AFTER,K4Te,-2.2658,1.484,Semiconductor,P-1,-0.4883,0.486,K4Te_id1455_Final_E-2.27.cif
,,,,,,,,
BEFORE,Mg2B,-1.7835,0.295,Semiconductor,P6_422,,,Mg2B_id516_E-1.78.cif
AFTER,Mg2B,-2.25,0.0,Metal,P6_422,-0.4665,-0.295,Mg2B_id516_Final_E-2.25.cif
,,,,,,,,
BEFORE,Na3In5,-1.953,0.179,Semiconductor,I-42d,,,Na3In5_id2289_E-1.95.cif
AFTER,Na3In5,-2.2499,0.479,Semiconductor,I-42d,-0.2969,0.300,Na3In5_id2289_Final_E-2.25.cif
,,,,,,,,
BEFORE,In7S,-1.4928,1.081,Semiconductor,P4_2/mbc,,,In7S_id2405_E-1.49.cif
