file_name,formula,energy,bandgap,Application_Class,Origin_Campaign,type,space_group_symbol,space_group_number,num_atoms
K2ScCd3(NO2)3_id3908_Final_E-5.32.cif,K2ScCd3(NO2)3,-5.3159,2.414,Wide-Gap Power/LED,THERMAL,Semiconductor,C2/c,15,60
BaS_id3668_Final_E-5.31.cif,BaS,-5.3092,0.252,IR / Narrow-Gap,THERMAL,Semiconductor,Fm-3m,225,8
Li(SiS2)2_id2623_Final_E-5.29.cif,Li(SiS2)2,-5.2944,2.266,Wide-Gap Power/LED,THERMAL,Semiconductor,P-42m,111,7
Li2CaPO2_id3414_Final_E-5.29.cif,Li2CaPO2,-5.2919,2.83,Wide-Gap Power/LED,THERMAL,Semiconductor,Cmcm,63,24
In3SbO4_id2594_Final_E-5.29.cif,In3SbO4,-5.2919,1.715,Solar / Visible,THERMAL,Semiconductor,P4_2/m,84,16
TiIn3O3_id3748_Final_E-5.28.cif,TiIn3O3,-5.2801,0.254,IR / Narrow-Gap,THERMAL,Semiconductor,Pm-3n,223,14
BeAl(GaO3)2_id3292_Final_E-5.28.cif,BeAl(GaO3)2,-5.2796,2.756,Wide-Gap Power/LED,THERMAL,Semiconductor,P-42c,112,40
NaLi4Ca2(PO8)2_id3215_Final_E-5.28.cif,NaLi4Ca2(PO8)2,-5.2773,1.756,Solar / Visible,THERMAL,Semiconductor,Pnn2,34,50
Li8Si2S2NO8_id1920_Final_E-5.27.cif,Li8Si2S2NO8,-5.2736,1.794,Solar / Visible,THERMAL,Semiconductor,P2_1,4,42
SiGeP9_id1205_Final_E-5.27.cif,SiGeP9,-5.2672,1.282,Solar / Visible,THERMAL,Semiconductor,C222_1,20,44
TiZnGa2(SO)4_id4774_Final_E-5.26.cif,TiZnGa2(SO)4,-5.2562,1.159,Solar / Visible,THERMAL,Semiconductor,P-42c,112,24
MgBe3ZnS3N3O_id3340_Final_E-5.26.cif,MgBe3ZnS3N3O,-5.2555,2.212,Wide-Gap Power/LED,THERMAL,Semiconductor,P2_13,198,48
Li11(NO2)4_id2821_Final_E-5.26.cif,Li11(NO2)4,-5.2553,2.08,Solar / Visible,THERMAL,Semiconductor,P1,1,46
Ca2N3O_id4083_Final_E-5.26.cif,Ca2N3O,-5.255,2.794,Wide-Gap Power/LED,THERMAL,Semiconductor,C2,5,18
AlSnO_id1395_Final_E-5.25.cif,AlSnO,-5.2545,1.514,Solar / Visible,THERMAL,Semiconductor,C222_1,20,24
In2Ge2Se(SO3)2_id1518_Final_E-5.25.cif,In2Ge2Se(SO3)2,-5.2535,1.656,Solar / Visible,THERMAL,Semiconductor,P-1,2,13
TiSbO23_id1546_Final_E-5.25.cif,TiSbO23,-5.2483,0.99,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,50
Mg8Ga4N9_id2302_Final_E-5.24.cif,Mg8Ga4N9,-5.2376,1.411,Solar / Visible,THERMAL,Semiconductor,Cc,9,42
Mg(P3O)2_id3865_Final_E-5.24.cif,Mg(P3O)2,-5.2361,0.382,IR / Narrow-Gap,THERMAL,Semiconductor,Pmn2_1,31,18
Li2Mg2B6P3O2_id4378_Final_E-5.23.cif,Li2Mg2B6P3O2,-5.2343,1.443,Solar / Visible,THERMAL,Semiconductor,P1,1,45
LiMg2O6_id4967_Final_E-5.23.cif,LiMg2O6,-5.2325,2.498,Wide-Gap Power/LED,THERMAL,Semiconductor,P-3c1,165,18
Si5S4_id2788_Final_E-5.23.cif,Si5S4,-5.2268,1.098,Solar / Visible,THERMAL,Semiconductor,C2/c,15,36
BaSr6GeO7_id2765_Final_E-5.23.cif,BaSr6GeO7,-5.2264,3.283,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,30
Li4TeAsO4_id2191_Final_E-5.22.cif,Li4TeAsO4,-5.2249,2.541,Wide-Gap Power/LED,THERMAL,Semiconductor,Pnn2,34,20
InO_id4528_Final_E-5.22.cif,InO,-5.2248,0.254,IR / Narrow-Gap,THERMAL,Semiconductor,P4_2/ncm,138,8
Se2O3_id4600_Final_E-5.22.cif,Se2O3,-5.2243,1.32,Solar / Visible,THERMAL,Semiconductor,Pbcn,60,20
Li4SnGeAsO4_id1952_Final_E-5.22.cif,Li4SnGeAsO4,-5.2224,0.729,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,44
Zn2C2NO2_id2086_Final_E-5.22.cif,Zn2C2NO2,-5.2218,1.883,Solar / Visible,THERMAL,Semiconductor,P2_1/c,14,28
CaZn(P3O)2_id2792_Final_E-5.22.cif,CaZn(P3O)2,-5.2205,1.624,Solar / Visible,THERMAL,Semiconductor,P-1,2,30
NaLi2GaO4_id3701_Final_E-5.22.cif,NaLi2GaO4,-5.2203,2.806,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,32
As2O_id859_Final_E-5.21.cif,As2O,-5.2117,1.021,Solar / Visible,THERMAL,Semiconductor,Pbcn,60,12
SrSiP4_id16_Final_E-5.20.cif,SrSiP4,-5.1997,1.138,Solar / Visible,THERMAL,Semiconductor,I4_1/a,88,24
K2BeP(SeO)4_id2975_Final_E-5.20.cif,K2BeP(SeO)4,-5.1978,2.18,Solar / Visible,THERMAL,Semiconductor,I222,23,24
ZnSn2BO4_id335_Final_E-5.20.cif,ZnSn2BO4,-5.1974,1.241,Solar / Visible,THERMAL,Semiconductor,Pmmm,47,16
Li(SeN2)2_id4893_Final_E-5.20.cif,Li(SeN2)2,-5.1974,1.503,Solar / Visible,THERMAL,Semiconductor,Fd-3m,227,56
ScTeSe2_id3982_Final_E-5.20.cif,ScTeSe2,-5.1974,1.078,Solar / Visible,THERMAL,Semiconductor,Pc,7,16
Li3(SbO6)2_id1948_Final_E-5.19.cif,Li3(SbO6)2,-5.1936,1.183,Solar / Visible,THERMAL,Semiconductor,P6/mcc,192,34
TeS2O3_id1782_Final_E-5.19.cif,TeS2O3,-5.1897,0.904,IR / Narrow-Gap,THERMAL,Semiconductor,Aea2,41,24
BaNaCaO9_id3836_Final_E-5.19.cif,BaNaCaO9,-5.1873,0.06,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,24
CaPN2_id2050_Final_E-5.19.cif,CaPN2,-5.186,2.13,Solar / Visible,THERMAL,Semiconductor,I4_122,98,16
K5In3(Se2O7)2_id895_Final_E-5.18.cif,K5In3(Se2O7)2,-5.1841,2.539,Wide-Gap Power/LED,THERMAL,Semiconductor,P-1,2,26
GaBN2_id3536_Final_E-5.18.cif,GaBN2,-5.1816,1.56,Solar / Visible,THERMAL,Semiconductor,P1,1,16
AlPS_id3689_Final_E-5.18.cif,AlPS,-5.1788,1.492,Solar / Visible,THERMAL,Semiconductor,P1,1,12
AlSi3S4_id4990_Final_E-5.16.cif,AlSi3S4,-5.1633,2.055,Solar / Visible,THERMAL,Semiconductor,I-42m,121,16
Li6InGaO12_id2725_Final_E-5.16.cif,Li6InGaO12,-5.1615,2.574,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,40
NaLi3In3Ge3PO15_id524_Final_E-5.16.cif,NaLi3In3Ge3PO15,-5.1612,0.969,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,26
KCaBNO17_id2698_Final_E-5.15.cif,KCaBNO17,-5.1521,0.325,IR / Narrow-Gap,THERMAL,Semiconductor,Pc,7,42
SrZn2O4_id2433_Final_E-5.14.cif,SrZn2O4,-5.1405,2.022,Solar / Visible,THERMAL,Semiconductor,Fd-3m,227,56
Li6Ga6O13_id3125_Final_E-5.14.cif,Li6Ga6O13,-5.1384,0.066,IR / Narrow-Gap,THERMAL,Semiconductor,Pm-3,200,25
Ba(SeO)6_id914_Final_E-5.14.cif,Ba(SeO)6,-5.1379,0.858,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,13
Si_id2894_Final_E-5.14.cif,Si,-5.1378,0.825,IR / Narrow-Gap,THERMAL,Semiconductor,I-42d,122,28
BaS2_id853_Final_E-5.13.cif,BaS2,-5.1266,1.842,Solar / Visible,THERMAL,Semiconductor,Pbca,61,24
K4GeO4_id4357_Final_E-5.12.cif,K4GeO4,-5.1171,2.492,Wide-Gap Power/LED,THERMAL,Semiconductor,P-42_1c,114,18
MgGeAsO_id2352_Final_E-5.10.cif,MgGeAsO,-5.1043,0.628,IR / Narrow-Gap,THERMAL,Semiconductor,P2_1/c,14,32
Li2PNO14_id3111_Final_E-5.10.cif,Li2PNO14,-5.1001,1.145,Solar / Visible,THERMAL,Semiconductor,P2,3,36
BaSiS2_id3489_Final_E-5.10.cif,BaSiS2,-5.0984,1.814,Solar / Visible,THERMAL,Semiconductor,I4_1/amd,141,16
MgGeO2_id2199_Final_E-5.09.cif,MgGeO2,-5.0936,1.58,Solar / Visible,THERMAL,Semiconductor,I4_1/amd,141,16
LiBP5_id816_Final_E-5.09.cif,LiBP5,-5.0933,0.839,IR / Narrow-Gap,THERMAL,Semiconductor,Pc,7,14
KSrO8_id2022_Final_E-5.09.cif,KSrO8,-5.0921,1.312,Solar / Visible,THERMAL,Semiconductor,P4/nbm,125,20
Si_id1497_Final_E-5.09.cif,Si,-5.0893,1.18,Solar / Visible,THERMAL,Semiconductor,I4_1/a,88,20
S2O_id4409_Final_E-5.09.cif,S2O,-5.0865,2.049,Solar / Visible,THERMAL,Semiconductor,Pba2,32,24
SO3_id1865_Final_E-5.08.cif,SO3,-5.0847,1.52,Solar / Visible,THERMAL,Semiconductor,P1,1,24
P_id2096_Final_E-5.08.cif,P,-5.0796,1.745,Solar / Visible,THERMAL,Semiconductor,P-43n,218,24
ScTe2S3_id2026_Final_E-5.08.cif,ScTe2S3,-5.0782,0.492,IR / Narrow-Gap,THERMAL,Semiconductor,P4mm,99,6
ScSeS6_id2596_Final_E-5.08.cif,ScSeS6,-5.0778,1.215,Solar / Visible,THERMAL,Semiconductor,Cmc2_1,36,32
SnAsO_id1114_Final_E-5.08.cif,SnAsO,-5.0754,1.147,Solar / Visible,THERMAL,Semiconductor,P2_1,4,12
LiAsO4_id4673_Final_E-5.08.cif,LiAsO4,-5.0753,3.242,Wide-Gap Power/LED,THERMAL,Semiconductor,P4_32_12,96,24
Sr2Li2Sb2O3_id2703_Final_E-5.07.cif,Sr2Li2Sb2O3,-5.0744,2.48,Wide-Gap Power/LED,THERMAL,Semiconductor,P2/c,13,36
KSnO6_id240_Final_E-5.06.cif,KSnO6,-5.0632,1.081,Solar / Visible,THERMAL,Semiconductor,P-31c,163,16
KBaO4_id4245_Final_E-5.06.cif,KBaO4,-5.058,0.911,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,24
Ca3In(S2O)3_id222_Final_E-5.04.cif,Ca3In(S2O)3,-5.0424,0.338,IR / Narrow-Gap,THERMAL,Semiconductor,P6_3/m,176,26
LiSiS2_id3483_Final_E-5.04.cif,LiSiS2,-5.0415,2.539,Wide-Gap Power/LED,THERMAL,Semiconductor,I4/mcm,140,16
AlSiP2S_id685_Final_E-5.04.cif,AlSiP2S,-5.0382,1.685,Solar / Visible,THERMAL,Semiconductor,P4_32_12,96,40
KBaAsO4_id13_Final_E-5.04.cif,KBaAsO4,-5.0377,0.159,IR / Narrow-Gap,THERMAL,Semiconductor,P4/mmm,123,14
K2Sr4O19_id2781_Final_E-5.04.cif,K2Sr4O19,-5.0353,2.917,Wide-Gap Power/LED,THERMAL,Semiconductor,P2,3,25
Ca2O15_id1734_Final_E-5.03.cif,Ca2O15,-5.0294,0.094,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,34
K4Ti(SeO)2_id4403_Final_E-5.02.cif,K4Ti(SeO)2,-5.0162,1.47,Solar / Visible,THERMAL,Semiconductor,C2,5,27
KGeO7_id3015_Final_E-5.01.cif,KGeO7,-5.0146,1.418,Solar / Visible,THERMAL,Semiconductor,P1,1,27
B(AsO)12_id4886_Final_E-5.01.cif,B(AsO)12,-5.0102,1.453,Solar / Visible,THERMAL,Semiconductor,I432,211,50
LiIn(SeO2)2_id4675_Final_E-5.01.cif,LiIn(SeO2)2,-5.0072,0.829,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,16
SO5_id2280_Final_E-5.01.cif,SO5,-5.0067,1.624,Solar / Visible,THERMAL,Semiconductor,Cmc2_1,36,24
TiSe3S4_id4541_Final_E-5.00.cif,TiSe3S4,-5.002,0.537,IR / Narrow-Gap,THERMAL,Semiconductor,I4cm,108,32
KGa2AsO8_id4773_Final_E-5.00.cif,KGa2AsO8,-5.001,1.157,Solar / Visible,THERMAL,Semiconductor,P1,1,24
GeAsP3_id650_Final_E-4.99.cif,GeAsP3,-4.9884,0.229,IR / Narrow-Gap,THERMAL,Semiconductor,Pca2_1,29,20
KNaCaO6_id3504_Final_E-4.98.cif,KNaCaO6,-4.9834,1.575,Solar / Visible,THERMAL,Semiconductor,P-31c,163,18
Si_id3579_Final_E-4.98.cif,Si,-4.98,0.354,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,36
Sr2S3_id4354_Final_E-4.98.cif,Sr2S3,-4.9778,2.365,Wide-Gap Power/LED,THERMAL,Semiconductor,I4/mmm,139,20
Na2Zn2Ge2O5_id1479_Final_E-4.97.cif,Na2Zn2Ge2O5,-4.9723,2.052,Solar / Visible,THERMAL,Semiconductor,Pbcn,60,44
K3NO3_id4233_Final_E-4.97.cif,K3NO3,-4.9666,1.258,Solar / Visible,THERMAL,Semiconductor,P6_3/m,176,14
Li5SnN4_id4174_Final_E-4.97.cif,Li5SnN4,-4.9661,3.486,Wide-Gap Power/LED,THERMAL,Semiconductor,Ibam,72,40
TeAsO_id4822_Final_E-4.97.cif,TeAsO,-4.9653,0.526,IR / Narrow-Gap,THERMAL,Semiconductor,P3_221,154,9
LiSbAsSO_id4032_Final_E-4.96.cif,LiSbAsSO,-4.9644,0.344,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,10
Sr2GeSb(TeO)2_id3107_Final_E-4.96.cif,Sr2GeSb(TeO)2,-4.9639,0.925,IR / Narrow-Gap,THERMAL,Semiconductor,P3_221,154,24
SiO27_id2471_Final_E-4.96.cif,SiO27,-4.9638,1.219,Solar / Visible,THERMAL,Semiconductor,P1,1,28
NaLi6MgO12_id1369_Final_E-4.96.cif,NaLi6MgO12,-4.9624,2.047,Solar / Visible,THERMAL,Semiconductor,R-3,148,60
KMgGaO12_id1832_Final_E-4.96.cif,KMgGaO12,-4.9602,0.483,IR / Narrow-Gap,THERMAL,Semiconductor,C2,5,30
Sr2CSeO2_id3510_Final_E-4.96.cif,Sr2CSeO2,-4.9584,1.857,Solar / Visible,THERMAL,Semiconductor,C222,21,12
Li2TiGaP3_id4809_Final_E-4.96.cif,Li2TiGaP3,-4.9559,1.049,Solar / Visible,THERMAL,Semiconductor,P1,1,14
KLiAsO8_id4437_Final_E-4.95.cif,KLiAsO8,-4.953,2.602,Wide-Gap Power/LED,THERMAL,Semiconductor,Pc,7,22
KSn(SO)4_id3065_Final_E-4.95.cif,KSn(SO)4,-4.9492,1.446,Solar / Visible,THERMAL,Semiconductor,P4/nbm,125,20
Na3Li2In8Sn3Se2(S2O9)2_id3431_Final_E-4.95.cif,Na3Li2In8Sn3Se2(S2O9)2,-4.9473,0.986,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,40
BaSnS2_id225_Final_E-4.95.cif,BaSnS2,-4.9467,0.911,IR / Narrow-Gap,THERMAL,Semiconductor,I4_122,98,16
MgGa2(SO)4_id1886_Final_E-4.94.cif,MgGa2(SO)4,-4.9445,2.317,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,11
BaSeO19_id2998_Final_E-4.94.cif,BaSeO19,-4.9404,1.203,Solar / Visible,THERMAL,Semiconductor,P1,1,21
InSnO10_id3778_Final_E-4.94.cif,InSnO10,-4.9377,3.13,Wide-Gap Power/LED,THERMAL,Semiconductor,Fdd2,43,48
ZnSiPC_id2401_Final_E-4.94.cif,ZnSiPC,-4.9354,0.138,IR / Narrow-Gap,THERMAL,Semiconductor,C222_1,20,32
Na3Sr2Li2MgGa2(N2O3)2_id2232_Final_E-4.92.cif,Na3Sr2Li2MgGa2(N2O3)2,-4.9246,2.382,Wide-Gap Power/LED,THERMAL,Semiconductor,C2,5,60
BS4_id4692_Final_E-4.92.cif,BS4,-4.9236,0.868,IR / Narrow-Gap,THERMAL,Semiconductor,P3_112,151,15
LiB2P_id4348_Final_E-4.92.cif,LiB2P,-4.9222,1.639,Solar / Visible,THERMAL,Semiconductor,I4_1/amd,141,16
Li11O16_id2982_Final_E-4.91.cif,Li11O16,-4.9064,3.085,Wide-Gap Power/LED,THERMAL,Semiconductor,Pnn2,34,54
O2_id1393_Final_E-4.91.cif,O2,-4.9052,0.999,IR / Narrow-Gap,THERMAL,Semiconductor,Pbca,61,16
Ba2S3_id2773_Final_E-4.90.cif,Ba2S3,-4.9047,2.058,Solar / Visible,THERMAL,Semiconductor,Pn-3m,224,10
KBa2SnGe2SO2_id957_Final_E-4.90.cif,KBa2SnGe2SO2,-4.9036,1.125,Solar / Visible,THERMAL,Semiconductor,P1,1,36
O2_id3508_Final_E-4.90.cif,O2,-4.9008,0.979,IR / Narrow-Gap,THERMAL,Semiconductor,Pbca,61,16
SiAsP2S7_id1552_Final_E-4.90.cif,SiAsP2S7,-4.8994,1.767,Solar / Visible,THERMAL,Semiconductor,P1,1,11
TiTe4P4S5_id3966_Final_E-4.89.cif,TiTe4P4S5,-4.8939,1.001,Solar / Visible,THERMAL,Semiconductor,P1,1,28
NaZn(As3O2)2_id1805_Final_E-4.89.cif,NaZn(As3O2)2,-4.8902,1.231,Solar / Visible,THERMAL,Semiconductor,I4mm,107,24
K5(SeO2)4_id108_Final_E-4.89.cif,K5(SeO2)4,-4.8868,2.873,Wide-Gap Power/LED,THERMAL,Semiconductor,P4_2/n,86,34
Be2Si4Ge2N_id1537_Final_E-4.89.cif,Be2Si4Ge2N,-4.8865,0.163,IR / Narrow-Gap,THERMAL,Semiconductor,Cc,9,36
Li2Be2Zn2O3_id3032_Final_E-4.88.cif,Li2Be2Zn2O3,-4.8829,1.031,Solar / Visible,THERMAL,Semiconductor,P-1,2,36
Li3Zn2O4_id401_Final_E-4.87.cif,Li3Zn2O4,-4.8683,2.209,Wide-Gap Power/LED,THERMAL,Semiconductor,P2_12_12,18,18
LiGaO3_id734_Final_E-4.87.cif,LiGaO3,-4.868,2.562,Wide-Gap Power/LED,THERMAL,Semiconductor,R32,155,30
Ba2AsPS2_id4185_Final_E-4.86.cif,Ba2AsPS2,-4.8626,1.013,Solar / Visible,THERMAL,Semiconductor,P1,1,6
O2_id2385_Final_E-4.86.cif,O2,-4.8602,1.169,Solar / Visible,THERMAL,Semiconductor,P1,1,24
LiTi2Be2ZnBAs2S5_id2543_Final_E-4.86.cif,LiTi2Be2ZnBAs2S5,-4.8592,1.241,Solar / Visible,THERMAL,Semiconductor,P2_1/m,11,28
KBe2CdSeO3_id3499_Final_E-4.85.cif,KBe2CdSeO3,-4.8512,2.234,Wide-Gap Power/LED,THERMAL,Semiconductor,P-1,2,16
K2SiBS8_id2005_Final_E-4.85.cif,K2SiBS8,-4.8463,1.62,Solar / Visible,THERMAL,Semiconductor,I-42m,121,24
K4GaB(P2O3)2_id4434_Final_E-4.85.cif,K4GaB(P2O3)2,-4.8453,0.268,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,32
CaZnO2_id3776_Final_E-4.84.cif,CaZnO2,-4.842,3.363,Wide-Gap Power/LED,THERMAL,Semiconductor,I4_122,98,16
Ge2S3_id4543_Final_E-4.84.cif,Ge2S3,-4.8397,1.995,Solar / Visible,THERMAL,Semiconductor,Pccn,56,20
KSbO6_id3539_Final_E-4.83.cif,KSbO6,-4.83,2.707,Wide-Gap Power/LED,THERMAL,Semiconductor,P6_322,182,16
NaZnGeSb2Te4(SeO4)4_id1071_Final_E-4.82.cif,NaZnGeSb2Te4(SeO4)4,-4.8238,1.406,Solar / Visible,THERMAL,Semiconductor,I222,23,58
KLiSe2O11_id4074_Final_E-4.82.cif,KLiSe2O11,-4.8216,1.005,Solar / Visible,THERMAL,Semiconductor,Pc,7,60
K3Sn3Te4As(SO2)4_id4427_Final_E-4.82.cif,K3Sn3Te4As(SO2)4,-4.8187,1.287,Solar / Visible,THERMAL,Semiconductor,P1,1,46
Zn2Sn2O3_id2893_Final_E-4.82.cif,Zn2Sn2O3,-4.818,1.154,Solar / Visible,THERMAL,Semiconductor,Pbcn,60,28
Na2As(PO2)2_id3112_Final_E-4.82.cif,Na2As(PO2)2,-4.8156,1.614,Solar / Visible,THERMAL,Semiconductor,P1,1,18
Li2O3_id654_Final_E-4.81.cif,Li2O3,-4.8148,2.511,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,20
Sc3(InSe6)2_id3603_Final_E-4.81.cif,Sc3(InSe6)2,-4.8114,0.315,IR / Narrow-Gap,THERMAL,Semiconductor,P-31c,163,34
KNaTi2Zn2O2_id1828_Final_E-4.81.cif,KNaTi2Zn2O2,-4.8098,0.457,IR / Narrow-Gap,THERMAL,Semiconductor,P-3m1,164,8
Ba2P2Se_id1026_Final_E-4.81.cif,Ba2P2Se,-4.8091,1.073,Solar / Visible,THERMAL,Semiconductor,P2/m,10,5
BaSiSn(SeS2)2_id1869_Final_E-4.81.cif,BaSiSn(SeS2)2,-4.8067,0.758,IR / Narrow-Gap,THERMAL,Semiconductor,P2_12_12,18,18
O2_id493_Final_E-4.80.cif,O2,-4.8049,1.044,Solar / Visible,THERMAL,Semiconductor,Pba2,32,30
SiAs5P3Se_id488_Final_E-4.80.cif,SiAs5P3Se,-4.8042,1.438,Solar / Visible,THERMAL,Semiconductor,Pca2_1,29,40
Li2ScTe3N_id130_Final_E-4.80.cif,Li2ScTe3N,-4.8012,1.065,Solar / Visible,THERMAL,Semiconductor,P2_1/m,11,14
K3Te4As(PO3)2_id778_Final_E-4.79.cif,K3Te4As(PO3)2,-4.7924,0.854,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,32
SnSbAs2P2SeS5N_id2317_Final_E-4.78.cif,SnSbAs2P2SeS5N,-4.7803,0.942,IR / Narrow-Gap,THERMAL,Semiconductor,P2/c,13,52
Se(SO)2_id169_Final_E-4.78.cif,Se(SO)2,-4.7761,2.888,Wide-Gap Power/LED,THERMAL,Semiconductor,C2,5,15
BaSnO20_id3118_Final_E-4.77.cif,BaSnO20,-4.7712,2.911,Wide-Gap Power/LED,THERMAL,Semiconductor,P-3,147,22
PS2_id3334_Final_E-4.77.cif,PS2,-4.7689,1.842,Solar / Visible,THERMAL,Semiconductor,Pbca,61,24
Li4GaO16_id1556_Final_E-4.77.cif,Li4GaO16,-4.7687,0.642,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,21
PSe_id548_Final_E-4.75.cif,PSe,-4.751,1.196,Solar / Visible,THERMAL,Semiconductor,Pbca,61,16
Li2As3P8_id3012_Final_E-4.75.cif,Li2As3P8,-4.7472,1.501,Solar / Visible,THERMAL,Semiconductor,Ccc2,37,52
K3Li2Cd2Ga3Sb6P6(SO2)6_id2784_Final_E-4.74.cif,K3Li2Cd2Ga3Sb6P6(SO2)6,-4.744,0.224,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,40
CdGaO16_id4451_Final_E-4.74.cif,CdGaO16,-4.7408,0.927,IR / Narrow-Gap,THERMAL,Semiconductor,Pban,50,36
K3Ga2SnB2(S2O)4_id4863_Final_E-4.74.cif,K3Ga2SnB2(S2O)4,-4.7404,1.827,Solar / Visible,THERMAL,Semiconductor,I222,23,40
Na2TeO5_id4710_Final_E-4.73.cif,Na2TeO5,-4.7308,1.727,Solar / Visible,THERMAL,Semiconductor,P31m,157,8
K6BaSrO14_id4562_Final_E-4.73.cif,K6BaSrO14,-4.7272,0.378,IR / Narrow-Gap,THERMAL,Semiconductor,P321,150,22
BaInS2_id4776_Final_E-4.73.cif,BaInS2,-4.7257,1.714,Solar / Visible,THERMAL,Semiconductor,R-3m,166,12
K4Mg3SbO6_id1849_Final_E-4.72.cif,K4Mg3SbO6,-4.7227,1.598,Solar / Visible,THERMAL,Semiconductor,Im-3m,229,28
Na2MgAlZn2Se2(SO5)2_id4897_Final_E-4.72.cif,Na2MgAlZn2Se2(SO5)2,-4.722,3.089,Wide-Gap Power/LED,THERMAL,Semiconductor,P3_121,152,60
BP12_id2597_Final_E-4.71.cif,BP12,-4.7125,2.993,Wide-Gap Power/LED,THERMAL,Semiconductor,I432,211,26
AlSi3Se3S_id453_Final_E-4.71.cif,AlSi3Se3S,-4.7112,0.067,IR / Narrow-Gap,THERMAL,Semiconductor,P6_3mc,186,16
SrInO8_id3994_Final_E-4.71.cif,SrInO8,-4.7073,1.384,Solar / Visible,THERMAL,Semiconductor,Fm-3m,225,40
BaO6_id2225_Final_E-4.71.cif,BaO6,-4.7068,3.165,Wide-Gap Power/LED,THERMAL,Semiconductor,P6/mmm,191,7
GeO20_id1289_Final_E-4.70.cif,GeO20,-4.7017,0.671,IR / Narrow-Gap,THERMAL,Semiconductor,P2_1,4,42
NaAsO48_id1527_Final_E-4.70.cif,NaAsO48,-4.6973,0.855,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,50
Sr4CdN4_id2157_Final_E-4.69.cif,Sr4CdN4,-4.6934,2.67,Wide-Gap Power/LED,THERMAL,Semiconductor,P4_232,208,54
MgZn2O8_id1460_Final_E-4.68.cif,MgZn2O8,-4.6806,1.501,Solar / Visible,THERMAL,Semiconductor,P1,1,22
SrCaSiB3_id4424_Final_E-4.68.cif,SrCaSiB3,-4.6801,0.103,IR / Narrow-Gap,THERMAL,Semiconductor,C2,5,24
Zn3O4_id4005_Final_E-4.68.cif,Zn3O4,-4.6781,0.958,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,14
Ca3Se4_id3730_Final_E-4.68.cif,Ca3Se4,-4.6764,1.013,Solar / Visible,THERMAL,Semiconductor,I-43d,220,28
BaGaTeSO_id692_Final_E-4.68.cif,BaGaTeSO,-4.676,1.296,Solar / Visible,THERMAL,Semiconductor,P2_1,4,20
Ca3Se4_id2353_Final_E-4.68.cif,Ca3Se4,-4.6757,1.089,Solar / Visible,THERMAL,Semiconductor,I-43d,220,28
As5P3S5_id96_Final_E-4.67.cif,As5P3S5,-4.6705,0.124,IR / Narrow-Gap,THERMAL,Semiconductor,Pnn2,34,26
As2S_id2903_Final_E-4.67.cif,As2S,-4.6684,0.732,IR / Narrow-Gap,THERMAL,Semiconductor,Pbcn,60,12
Si3Se4_id4181_Final_E-4.66.cif,Si3Se4,-4.6603,1.75,Solar / Visible,THERMAL,Semiconductor,I-43d,220,28
KLiO19_id3814_Final_E-4.65.cif,KLiO19,-4.6532,0.103,IR / Narrow-Gap,THERMAL,Semiconductor,Pc,7,42
KGe3S3N_id3420_Final_E-4.65.cif,KGe3S3N,-4.6487,0.549,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,16
MgSeO_id1044_Final_E-4.64.cif,MgSeO,-4.6443,2.091,Solar / Visible,THERMAL,Semiconductor,P4_2/ncm,138,12
LiCa4S11_id3494_Final_E-4.64.cif,LiCa4S11,-4.6397,1.896,Solar / Visible,THERMAL,Semiconductor,P1,1,48
GaP2_id3094_Final_E-4.64.cif,GaP2,-4.6362,0.456,IR / Narrow-Gap,THERMAL,Semiconductor,P4_122,91,12
O2_id2541_Final_E-4.63.cif,O2,-4.6334,2.765,Wide-Gap Power/LED,THERMAL,Semiconductor,Pba2,32,42
ZnO_id3306_Final_E-4.63.cif,ZnO,-4.6326,0.635,IR / Narrow-Gap,THERMAL,Semiconductor,P4_2/ncm,138,8
KLiO6_id4768_Final_E-4.63.cif,KLiO6,-4.628,3.013,Wide-Gap Power/LED,THERMAL,Semiconductor,P-1,2,16
